account_id,customer_id,branch_id,account_type,balance,open_date,status
34065,44922,72,Savings,122215.8,2025-05-08,Active
41658,57035,69,Savings,19370.86,2025-05-08,Active
43588,2729,73,Savings,44956.27,2025-05-08,Active
55944,5369,102,Savings,3330,2025-05-08,Active
65102,37076,56,NRI,62601.69,2025-05-08,Active
78427,23400,47,Savings,27547.6,2025-05-08,Active
79080,43149,148,Savings,24967.84,2025-05-08,Active
87326,28096,17,Current,11089.05,2025-05-08,Dormant
88380,23342,15,Current,7975.6,2025-05-08,Active
2783,9693,105,Savings,21114.49,2025-05-09,Dormant
5737,48141,74,Savings,15367.33,2025-05-09,Active
18804,4348,142,Fixed Deposit,111812.83,2025-05-09,Active
28210,53071,93,Fixed Deposit,1765.12,2025-05-09,Dormant
31734,39345,48,Current,28479.97,2025-05-09,Active
36829,37913,71,Savings,28214.49,2025-05-09,Active
45744,27019,33,Savings,20453.84,2025-05-09,Active
62161,5742,76,Savings,12277.89,2025-05-09,Active
85261,10009,123,Savings,9842.94,2025-05-09,Active
90234,34012,11,Savings,64025.16,2025-05-09,Active
90634,57,48,Current,12235.53,2025-05-09,Active
90735,8344,53,Fixed Deposit,15446.86,2025-05-09,Active
6428,56734,60,Savings,2510.61,2025-05-10,Active
22599,53089,120,Savings,76145.34,2025-05-10,Closed
25029,15995,73,Savings,47794.61,2025-05-10,Dormant
48749,33020,127,Salary,6715.97,2025-05-10,Active
57486,44652,135,Savings,77084.32,2025-05-10,Active
82128,17099,142,Savings,39381.1,2025-05-10,Dormant
87158,20382,74,NRI,66889.04,2025-05-10,Dormant
94669,58358,6,Current,31135.42,2025-05-10,Dormant
2954,31419,12,Salary,23308.33,2025-05-11,Active
11125,34958,7,Savings,127615.86,2025-05-11,Active
13525,34847,114,Savings,108739.85,2025-05-11,Active
22859,15473,2,NRI,38267.59,2025-05-11,Dormant
23019,7285,11,Current,41370.66,2025-05-11,Active
43569,35587,49,Savings,31696.03,2025-05-11,Active
63081,26408,40,Savings,20380.42,2025-05-11,Active
65307,24789,87,Savings,131398.15,2025-05-11,Active
78443,22370,91,Salary,172593.06,2025-05-11,Active
78968,3148,129,Savings,4304.43,2025-05-11,Active
5475,56911,3,Fixed Deposit,25101.21,2025-05-12,Active
18831,41549,86,Salary,39045.75,2025-05-12,Active
21248,30042,82,Salary,90134.65,2025-05-12,Active
23831,39030,114,Salary,52874.16,2025-05-12,Active
68942,5560,70,Current,87042.12,2025-05-12,Active
69642,13425,104,Savings,33306.31,2025-05-12,Closed
72796,57486,139,Savings,4701.63,2025-05-12,Closed
92640,41019,146,Salary,54956.18,2025-05-12,Active
2501,38666,40,Savings,196160.09,2025-05-13,Active
2843,11991,110,Savings,25305.18,2025-05-13,Active
29988,49727,34,Savings,112971.73,2025-05-13,Active
32309,44571,118,Savings,105582.68,2025-05-13,Active
36948,117,138,Salary,3572.73,2025-05-13,Active
46790,59188,146,Savings,93674.66,2025-05-13,Active
58177,19470,132,Current,29633.78,2025-05-13,Active
58705,18458,72,Salary,64716.18,2025-05-13,Active
67136,51067,22,Salary,20235.3,2025-05-13,Active
68163,28469,23,Salary,1139.3,2025-05-13,Active
89669,3934,36,Current,66933.88,2025-05-13,Active
1511,48057,101,Savings,25467.07,2025-05-14,Active
4331,41816,114,Savings,19076.87,2025-05-14,Active
11037,32195,125,NRI,20290.61,2025-05-14,Dormant
33134,10545,111,Savings,12613.08,2025-05-14,Active
68922,46951,139,Savings,32996.35,2025-05-14,Active
69871,47554,61,Savings,5675.01,2025-05-14,Active
74049,29230,67,Savings,111470.55,2025-05-14,Active
81050,54979,76,Savings,16579.78,2025-05-14,Closed
4386,30807,17,Savings,18093.72,2025-05-15,Active
5642,5875,25,Current,157008.51,2025-05-15,Active
6245,4217,139,NRI,6726.41,2025-05-15,Active
8213,3524,61,Savings,36202.3,2025-05-15,Active
20562,36917,22,Current,180325.78,2025-05-15,Active
25527,43447,71,Savings,7919.58,2025-05-15,Active
28114,34927,9,Current,32928.86,2025-05-15,Active
37262,14897,8,NRI,27254.8,2025-05-15,Active
43957,41167,122,Salary,33680.81,2025-05-15,Active
48740,59401,126,Salary,2147.37,2025-05-15,Active
60187,56857,55,Current,65946.13,2025-05-15,Active
60946,3591,127,Savings,144387.87,2025-05-15,Active
69104,401,93,Current,55601.72,2025-05-15,Closed
74372,41340,13,Savings,36237.86,2025-05-15,Active
75124,44926,14,Fixed Deposit,16108,2025-05-15,Active
77485,34385,17,Salary,51346.26,2025-05-15,Active
78474,43602,123,Current,75541.37,2025-05-15,Active
85672,28383,83,Savings,40797.09,2025-05-15,Dormant
9686,37127,101,Savings,27792.25,2025-05-16,Active
16211,7253,95,Savings,5399.69,2025-05-16,Active
16535,55956,145,Fixed Deposit,6862.71,2025-05-16,Active
30527,23046,23,Salary,8728.79,2025-05-16,Active
47449,53886,135,Savings,24809.65,2025-05-16,Active
55184,48015,93,Current,20125,2025-05-16,Active
63639,58022,147,Savings,25478.85,2025-05-16,Dormant
67815,20898,53,Fixed Deposit,65976.72,2025-05-16,Active
68914,48323,107,Savings,2146.16,2025-05-16,Dormant
80324,6699,103,Current,246100.2,2025-05-16,Dormant
80623,32819,114,Savings,51953.5,2025-05-16,Active
86991,24796,16,Savings,64682.35,2025-05-16,Active
91561,57527,12,Savings,2269.46,2025-05-16,Active
4962,5902,17,Current,20698.84,2025-05-17,Active
12174,8859,71,Salary,18973.3,2025-05-17,Active
13877,20459,11,Savings,11427.48,2025-05-17,Dormant
30828,17636,12,Savings,100326.87,2025-05-17,Active
38831,11625,33,Current,48415.57,2025-05-17,Active
47011,39831,82,Current,45558.36,2025-05-17,Active
48565,43229,40,Salary,8191.25,2025-05-17,Closed
51512,16150,64,NRI,22910.26,2025-05-17,Dormant
65897,55069,101,Salary,44076.93,2025-05-17,Closed
67649,28473,37,Current,7093.01,2025-05-17,Active
73044,52825,20,Current,9289.3,2025-05-17,Active
74222,54964,126,Savings,9340.81,2025-05-17,Dormant
89339,6037,148,Salary,17097.27,2025-05-17,Active
293,35950,8,Savings,74077.57,2025-05-18,Active
9189,42306,34,Savings,28977.53,2025-05-18,Active
26577,16,105,Salary,33272.23,2025-05-18,Active
38962,41862,66,Fixed Deposit,14348.12,2025-05-18,Active
44948,54257,100,Savings,22110.19,2025-05-18,Active
45336,29159,130,Savings,29389.67,2025-05-18,Active
53402,30147,95,Savings,56893.16,2025-05-18,Active
54495,42903,31,Savings,13158.3,2025-05-18,Dormant
60926,51213,125,Fixed Deposit,20611.8,2025-05-18,Active
86451,25552,145,Savings,65478.41,2025-05-18,Active
88971,34855,58,Savings,13366.74,2025-05-18,Dormant
4203,42183,42,Savings,69775.22,2025-05-19,Active
5770,56289,141,Fixed Deposit,26583.9,2025-05-19,Active
17172,55409,119,Savings,11049.44,2025-05-19,Active
20485,3343,23,Savings,11462.76,2025-05-19,Active
26104,50523,109,Savings,101883.88,2025-05-19,Active
27489,1338,139,Salary,44139.63,2025-05-19,Active
33814,25551,74,Savings,51505.31,2025-05-19,Active
35578,6522,36,Current,164558.21,2025-05-19,Active
40111,16755,100,Current,40884.5,2025-05-19,Dormant
53670,48234,82,Savings,16165.29,2025-05-19,Active
57002,23785,117,Savings,131853.96,2025-05-19,Active
57911,991,82,Fixed Deposit,59343.96,2025-05-19,Active
59376,17231,109,Current,28271.58,2025-05-19,Active
88913,12967,46,Savings,1457.88,2025-05-19,Active
90313,33724,13,Current,12407.13,2025-05-19,Active
10061,9257,4,Savings,39620.54,2025-05-20,Active
15852,53970,5,Savings,15066.34,2025-05-20,Active
34651,27759,129,Savings,181965.3,2025-05-20,Active
38733,48021,116,Savings,105915.45,2025-05-20,Active
42772,31334,122,Savings,33998.12,2025-05-20,Closed
54439,15636,97,Savings,6641.37,2025-05-20,Dormant
57797,41221,13,Savings,107956.54,2025-05-20,Active
87286,35805,51,NRI,8866.63,2025-05-20,Active
4137,48828,6,Salary,18957.38,2025-05-21,Active
7821,12609,7,Savings,10901.78,2025-05-21,Active
15113,4179,50,Savings,50276.45,2025-05-21,Closed
23355,18266,34,Current,36112.42,2025-05-21,Active
32685,2434,35,Current,116748.47,2025-05-21,Active
35115,49294,120,Savings,79949.83,2025-05-21,Dormant
60525,49189,147,Savings,54015.31,2025-05-21,Active
70861,28067,76,Current,2695.03,2025-05-21,Active
81161,45426,7,Fixed Deposit,2404.55,2025-05-21,Active
15168,21051,109,Savings,28496.02,2025-05-22,Active
23969,28285,20,Savings,24271.78,2025-05-22,Active
35700,50040,103,Savings,42442.2,2025-05-22,Dormant
39824,46018,12,Current,85552.54,2025-05-22,Active
42819,39342,149,Savings,26768.89,2025-05-22,Active
44112,23475,62,Savings,52768.51,2025-05-22,Active
44169,43194,124,Fixed Deposit,25671.78,2025-05-22,Active
48424,13703,40,Salary,13167.82,2025-05-22,Active
49508,2936,108,Savings,43077.63,2025-05-22,Dormant
62252,27134,59,Current,29747.16,2025-05-22,Active
71880,49122,118,Fixed Deposit,36961.93,2025-05-22,Active
82101,51907,12,Salary,53705.89,2025-05-22,Dormant
90646,31586,133,Savings,24668.66,2025-05-22,Active
4407,8876,94,Savings,15012.1,2025-05-23,Active
17372,49729,65,Current,103263.81,2025-05-23,Active
18957,49585,9,Savings,88856.13,2025-05-23,Active
24742,44855,69,Savings,128800.65,2025-05-23,Active
25704,44342,115,Savings,15369.3,2025-05-23,Closed
31043,40448,115,Savings,38487.74,2025-05-23,Active
33442,43693,141,Savings,3020.65,2025-05-23,Active
35614,16290,95,Savings,20545.37,2025-05-23,Active
87829,55495,121,Current,98061.01,2025-05-23,Active
88580,12382,85,Savings,116198.66,2025-05-23,Active
89403,38779,115,Savings,27675.06,2025-05-23,Active
13772,22159,5,Savings,34727.88,2025-05-24,Active
24074,41311,109,Current,5992.38,2025-05-24,Active
24428,40936,102,Current,22929.75,2025-05-24,Active
31110,34997,136,Savings,83399.8,2025-05-24,Active
60037,5387,138,Savings,186548.54,2025-05-24,Active
65135,42312,32,Salary,14331.29,2025-05-24,Closed
67458,9703,70,Savings,20996.35,2025-05-24,Active
81583,12332,42,Savings,23858.19,2025-05-24,Active
89307,9818,142,Savings,52402.84,2025-05-24,Active
3803,3055,9,Savings,100110.76,2025-05-25,Active
16963,49557,88,Fixed Deposit,118469.48,2025-05-25,Active
25745,46292,34,Savings,32723.76,2025-05-25,Active
31423,23922,107,Salary,106687.63,2025-05-25,Active
34926,12656,53,Savings,29688.46,2025-05-25,Dormant
34974,50706,4,Fixed Deposit,14263.13,2025-05-25,Active
40903,3920,10,Savings,34811.83,2025-05-25,Active
47369,52172,19,Savings,16811.61,2025-05-25,Active
47425,52166,73,Savings,24200.92,2025-05-25,Active
53849,12626,110,Savings,8821.02,2025-05-25,Active
62018,26811,56,Current,28661.58,2025-05-25,Active
77034,17021,138,Current,3602.4,2025-05-25,Active
79283,38849,91,Current,31592.43,2025-05-25,Active
89919,4805,97,Savings,27316.45,2025-05-25,Active
92094,25961,41,Current,27185.82,2025-05-25,Active
93945,24911,45,Fixed Deposit,9114.99,2025-05-25,Active
12235,11207,135,Current,2334.77,2025-05-26,Active
14275,17614,58,Fixed Deposit,25459.27,2025-05-26,Active
17865,40136,18,Savings,42497.82,2025-05-26,Dormant
20943,13848,44,Current,106178.39,2025-05-26,Closed
27033,14731,6,Savings,2241.72,2025-05-26,Active
35688,54408,26,Savings,2759.86,2025-05-26,Active
42035,30261,92,Salary,126957.51,2025-05-26,Active
43979,13814,77,NRI,97029.58,2025-05-26,Active
61914,33457,125,Fixed Deposit,53441.13,2025-05-26,Active
64465,2678,16,Salary,37050.84,2025-05-26,Active
77360,13318,29,Salary,40245.56,2025-05-26,Dormant
86773,1741,22,Current,5109.45,2025-05-26,Active
91001,33039,119,Salary,36223.92,2025-05-26,Dormant
93852,41455,70,Savings,46075.95,2025-05-26,Dormant
14793,27431,59,Savings,62921.66,2025-05-27,Active
20300,37585,19,Savings,17655.66,2025-05-27,Active
25322,14152,4,Salary,69770.51,2025-05-27,Dormant
28202,36913,139,Current,5329.35,2025-05-27,Active
33006,20330,94,Savings,74522.84,2025-05-27,Active
33085,18852,20,Salary,25697.51,2025-05-27,Active
34610,23708,37,Savings,40609.57,2025-05-27,Active
79810,34317,87,Current,13685.6,2025-05-27,Active
84127,46069,18,Savings,1706.49,2025-05-27,Active
87339,51171,150,Fixed Deposit,40207.16,2025-05-27,Active
10859,19411,25,Savings,74638.21,2025-05-28,Active
20087,19488,141,Savings,70438.68,2025-05-28,Active
20623,13059,112,Savings,64597.24,2025-05-28,Dormant
35748,10105,116,Current,105381.53,2025-05-28,Active
44217,50171,6,Current,63608.97,2025-05-28,Active
53972,42629,13,Salary,3568.11,2025-05-28,Active
61360,53879,105,Current,74717.07,2025-05-28,Active
75988,47602,72,Savings,12014.97,2025-05-28,Active
94439,12382,77,Current,48963.47,2025-05-28,Active
3621,58275,9,Savings,43106.75,2025-05-29,Active
6534,56774,74,Current,7481.35,2025-05-29,Active
18023,48238,56,Fixed Deposit,69600.74,2025-05-29,Active
21310,56006,2,Savings,4910.61,2025-05-29,Active
24610,58225,56,Current,45950.67,2025-05-29,Active
25466,9601,76,Savings,61312.21,2025-05-29,Active
32897,59266,113,NRI,90598.3,2025-05-29,Active
52731,35902,91,Current,45352.07,2025-05-29,Active
64219,20902,99,Current,32453.28,2025-05-29,Active
69159,42305,29,Current,797.47,2025-05-29,Active
76179,16272,77,Salary,59868.32,2025-05-29,Active
79353,33707,139,Salary,48181.91,2025-05-29,Active
85190,54749,139,NRI,37287.32,2025-05-29,Active
5221,15319,62,Salary,5022.17,2025-05-30,Active
6614,206,94,Savings,46590.79,2025-05-30,Active
8958,33951,33,Savings,665.39,2025-05-30,Active
61028,19500,84,Current,16540.66,2025-05-30,Active
69395,51338,133,Savings,52042.5,2025-05-30,Dormant
5164,100,70,Fixed Deposit,21424.02,2025-05-31,Active
33503,53804,87,Savings,12882.62,2025-05-31,Active
33667,46864,59,Current,66294.36,2025-05-31,Dormant
38508,15775,40,Savings,27360.57,2025-05-31,Active
49818,54262,93,Fixed Deposit,41789.81,2025-05-31,Active
56909,21833,121,Current,7965.08,2025-05-31,Closed
63618,29630,47,Savings,48698.55,2025-05-31,Active
67672,17102,29,Current,50330.66,2025-05-31,Active
71518,55687,18,Current,135845.43,2025-05-31,Active
85329,56485,8,Savings,75153.01,2025-05-31,Active
93136,638,107,Salary,174232.23,2025-05-31,Active
252,48054,29,Savings,65925.02,2025-06-01,Closed
6791,30495,113,Salary,86755.11,2025-06-01,Active
25371,32761,84,Fixed Deposit,23412.38,2025-06-01,Active
28721,26229,26,Savings,8439.94,2025-06-01,Active
36519,43692,96,Savings,51117.39,2025-06-01,Active
49657,45635,134,Savings,67022.54,2025-06-01,Active
50350,53634,18,Savings,39862.11,2025-06-01,Dormant
54795,21700,47,Savings,30241.38,2025-06-01,Active
62093,17511,97,Savings,8852.83,2025-06-01,Active
69298,21257,106,Savings,78044.62,2025-06-01,Active
71284,10119,112,Savings,15017.94,2025-06-01,Active
79720,29221,9,Current,1706.63,2025-06-01,Active
91149,53087,25,Savings,1658.94,2025-06-01,Active
92664,17391,58,Savings,5101.21,2025-06-01,Active
11387,32308,139,Savings,23894.28,2025-06-02,Active
14760,13685,129,Savings,26121.78,2025-06-02,Active
16345,3547,75,Current,16381.49,2025-06-02,Active
18518,49880,93,Savings,106898.33,2025-06-02,Active
21428,53036,29,Current,37515.32,2025-06-02,Active
29673,27000,1,Savings,22133.7,2025-06-02,Active
47046,22675,56,Current,83047.58,2025-06-02,Active
49396,38007,48,Savings,35647.2,2025-06-02,Active
59964,44363,49,Current,16745.53,2025-06-02,Active
69361,23762,120,Savings,12622.72,2025-06-02,Active
74866,49611,59,Savings,80911.01,2025-06-02,Active
84915,9989,141,Savings,74317.11,2025-06-02,Active
93953,27571,107,Savings,134674.18,2025-06-02,Active
21169,20334,28,Current,9596.52,2025-06-03,Closed
22540,29990,73,Current,47540.41,2025-06-03,Active
27960,37230,36,Fixed Deposit,45622.52,2025-06-03,Active
32133,8039,91,Savings,1812.29,2025-06-03,Active
39278,2252,34,Fixed Deposit,153034.63,2025-06-03,Active
42591,33927,19,Savings,148978.65,2025-06-03,Closed
47175,8266,131,Salary,20844.11,2025-06-03,Active
54710,56004,111,Savings,120317.52,2025-06-03,Dormant
58257,49338,14,Fixed Deposit,78435.64,2025-06-03,Active
78837,55024,33,Savings,17640.08,2025-06-03,Closed
84902,17253,129,Savings,10433.36,2025-06-03,Active
86581,25415,60,Savings,3006.02,2025-06-03,Active
93658,18706,49,Savings,137673.02,2025-06-03,Active
3171,32155,65,Savings,63394.47,2025-06-04,Active
10293,50112,46,Savings,34754.71,2025-06-04,Dormant
17934,10463,24,Current,2593.97,2025-06-04,Active
25538,6146,57,Salary,85532.15,2025-06-04,Active
31916,23233,122,Savings,20721.79,2025-06-04,Active
32528,36609,64,NRI,79839.13,2025-06-04,Active
37441,49366,44,Savings,65302.36,2025-06-04,Dormant
42360,52954,93,NRI,41018.46,2025-06-04,Active
45953,57518,88,Fixed Deposit,2338.66,2025-06-04,Active
48590,22615,23,Savings,22667.46,2025-06-04,Active
60941,4395,1,Current,30481.92,2025-06-04,Active
62108,35577,75,Savings,25484.32,2025-06-04,Active
62863,27935,90,Savings,17414.7,2025-06-04,Active
71344,32128,58,Current,44981.59,2025-06-04,Active
71468,18001,66,Savings,20456.69,2025-06-04,Active
75351,32702,109,Salary,18508.76,2025-06-04,Active
77377,42170,20,Salary,25387.93,2025-06-04,Active
87133,56263,30,Current,61913.75,2025-06-04,Active
89502,16137,94,Savings,13845,2025-06-04,Active
5211,15014,123,Savings,37945.31,2025-06-05,Dormant
8657,28574,6,Salary,33331.24,2025-06-05,Active
8911,50200,101,Savings,8918.89,2025-06-05,Active
14191,24918,40,Savings,1361.04,2025-06-05,Active
41864,32050,143,Savings,1722.53,2025-06-05,Active
46593,3416,83,Savings,108693.54,2025-06-05,Active
47555,53700,33,Savings,19742.75,2025-06-05,Active
56974,19769,4,Savings,14929.3,2025-06-05,Active
69171,14325,78,Current,2482.06,2025-06-05,Active
88144,48767,70,Fixed Deposit,118701.42,2025-06-05,Active
4239,58581,147,Savings,11991.65,2025-06-06,Active
7143,9255,15,Savings,10734.9,2025-06-06,Active
18423,6971,91,Savings,53823.78,2025-06-06,Active
22422,31744,7,Salary,67782.77,2025-06-06,Active
26068,5935,59,Current,3324.12,2025-06-06,Dormant
32488,21806,110,Salary,48766.99,2025-06-06,Dormant
41836,39852,59,Savings,131380.07,2025-06-06,Active
42249,52144,123,Salary,44215.65,2025-06-06,Active
43235,23500,77,Salary,36423.16,2025-06-06,Active
51831,26623,63,NRI,17150.42,2025-06-06,Active
58585,19797,70,Current,62573.14,2025-06-06,Closed
72843,52611,82,Savings,30519.03,2025-06-06,Active
91524,33096,126,Salary,13795.94,2025-06-06,Active
93011,15089,112,Salary,34362,2025-06-06,Active
12276,41842,4,Salary,26715.17,2025-06-07,Active
18163,49036,117,Savings,34418.9,2025-06-07,Active
27789,20881,34,Current,14285.34,2025-06-07,Dormant
29163,56746,94,Salary,142179.17,2025-06-07,Dormant
35446,23238,102,Current,12738.25,2025-06-07,Dormant
43996,33938,64,Current,131799.32,2025-06-07,Active
46705,51355,16,Salary,8801.95,2025-06-07,Active
51594,35214,5,Current,12805.92,2025-06-07,Active
52550,39335,120,Savings,91417.91,2025-06-07,Active
53186,218,47,NRI,15782.91,2025-06-07,Active
56837,46332,139,Salary,29305.67,2025-06-07,Active
69250,10217,74,Current,16817.96,2025-06-07,Active
69818,55835,45,Fixed Deposit,48345.14,2025-06-07,Closed
71562,28260,50,Salary,8203.07,2025-06-07,Active
25340,30293,88,NRI,43822.87,2025-06-08,Active
36282,49756,17,Salary,47293.76,2025-06-08,Active
37044,6129,115,Savings,159952.14,2025-06-08,Active
52101,15563,81,Savings,47374.81,2025-06-08,Dormant
61118,26242,80,Savings,9144.47,2025-06-08,Active
63833,26140,119,Current,13579.54,2025-06-08,Dormant
89539,41938,20,Salary,97700.85,2025-06-08,Active
90951,20872,27,Savings,25402.18,2025-06-08,Active
8465,41359,140,Current,66073.61,2025-06-09,Active
22156,6731,53,Fixed Deposit,9875.83,2025-06-09,Closed
29127,16735,15,Savings,259287.17,2025-06-09,Active
30060,47615,108,Savings,20932.34,2025-06-09,Active
33632,27203,20,Savings,2850.05,2025-06-09,Active
43078,50816,134,Savings,31478.22,2025-06-09,Closed
44279,45310,75,Salary,21883.79,2025-06-09,Active
44792,52768,125,Savings,7297.5,2025-06-09,Active
58756,26191,148,Salary,53768.22,2025-06-09,Active
76064,36541,142,Salary,71193.1,2025-06-09,Active
80010,32251,45,NRI,5404.37,2025-06-09,Active
88275,18993,89,Salary,3337.8,2025-06-09,Active
88949,52347,52,Savings,35628.41,2025-06-09,Active
16382,44002,42,Savings,37876.08,2025-06-10,Active
20023,18957,137,Savings,24356.46,2025-06-10,Active
24649,22610,139,Savings,5792.6,2025-06-10,Dormant
25736,25763,17,Salary,5237.13,2025-06-10,Dormant
30471,19571,64,Current,56316.25,2025-06-10,Active
31426,53084,93,Current,48756.83,2025-06-10,Active
37718,46598,89,Savings,13408.76,2025-06-10,Dormant
38510,46725,101,Savings,163382.93,2025-06-10,Active
43933,23258,22,Savings,77294.79,2025-06-10,Closed
53032,11905,37,Savings,25541.72,2025-06-10,Active
53963,21323,67,Savings,32179.61,2025-06-10,Active
57967,35404,62,Current,22599.14,2025-06-10,Active
59305,9914,54,Current,15092.08,2025-06-10,Active
89850,6633,112,Savings,18538.87,2025-06-10,Active
4757,35372,142,Savings,64684.85,2025-06-11,Active
30504,42992,78,Salary,21849.02,2025-06-11,Dormant
31547,26786,35,Savings,32781.01,2025-06-11,Active
39683,44463,28,Savings,45557.98,2025-06-11,Active
43549,11825,110,Savings,26395.76,2025-06-11,Active
51368,28494,95,Savings,77357.43,2025-06-11,Dormant
54684,46269,107,Savings,63159.06,2025-06-11,Active
61934,40350,43,Savings,22578.51,2025-06-11,Closed
62279,442,52,Current,120591.08,2025-06-11,Active
90693,9176,24,Savings,35042.49,2025-06-11,Active
91921,1929,5,Salary,8254.84,2025-06-11,Active
19365,22121,16,Savings,100906.63,2025-06-12,Active
25673,17329,119,Savings,13009.23,2025-06-12,Active
51788,22898,78,Salary,137677.81,2025-06-12,Active
55627,19777,45,NRI,60889.28,2025-06-12,Closed
61016,53516,131,Savings,1237.99,2025-06-12,Dormant
62777,59370,127,Current,18207.73,2025-06-12,Active
63273,42924,21,Current,75222.53,2025-06-12,Closed
65436,51646,66,Savings,12487.82,2025-06-12,Active
74688,36013,140,Savings,137541.99,2025-06-12,Dormant
75496,14245,94,Current,31324.52,2025-06-12,Active
81979,58755,91,Savings,7269.5,2025-06-12,Active
85919,21982,16,Savings,17606.73,2025-06-12,Active
8046,51060,76,Savings,18760.54,2025-06-13,Active
11365,40408,28,Savings,23994.37,2025-06-13,Active
13831,20381,40,Savings,94123.55,2025-06-13,Active
25709,40073,131,Salary,81492.78,2025-06-13,Active
29959,54654,78,Fixed Deposit,30263.45,2025-06-13,Active
30129,18368,33,Current,24993.61,2025-06-13,Active
33264,1413,105,Salary,38733.74,2025-06-13,Active
43989,32306,106,Savings,7109.24,2025-06-13,Active
46825,3123,19,Current,4371.67,2025-06-13,Active
56356,42354,38,Salary,24521.44,2025-06-13,Active
60146,55398,91,Savings,9803.88,2025-06-13,Active
76943,245,91,Savings,62430.93,2025-06-13,Active
87882,404,66,Current,18575.76,2025-06-13,Closed
88406,4094,29,Savings,56800.37,2025-06-13,Closed
91777,12189,150,Salary,31081.25,2025-06-13,Active
94711,51415,76,NRI,17168.54,2025-06-13,Active
1390,51858,27,Savings,26822.6,2025-06-14,Closed
2245,12073,76,Savings,7075.87,2025-06-14,Active
8460,31602,21,Savings,28916.35,2025-06-14,Active
10249,35646,139,Current,129317.9,2025-06-14,Active
21846,36890,133,Fixed Deposit,85784.8,2025-06-14,Active
59821,28359,31,Savings,7138.93,2025-06-14,Active
61513,39025,105,Savings,39496.31,2025-06-14,Active
62655,29128,70,Current,25795.72,2025-06-14,Active
67026,37454,50,Savings,63749.22,2025-06-14,Active
79910,2927,71,Fixed Deposit,99313.5,2025-06-14,Active
84160,5474,5,Savings,148566.5,2025-06-14,Active
34277,1488,70,Savings,23068.91,2025-06-15,Active
48471,37551,15,Savings,71971.97,2025-06-15,Active
54294,6788,47,Salary,1507.45,2025-06-15,Closed
73261,47345,94,Savings,91509.58,2025-06-15,Dormant
8140,54627,133,Savings,57092.09,2025-06-16,Dormant
42993,8034,138,Savings,2993.15,2025-06-16,Active
43231,48004,53,Current,86107.57,2025-06-16,Active
59717,28532,119,Current,90939.02,2025-06-16,Active
74883,48943,119,Fixed Deposit,37143.9,2025-06-16,Active
81453,25532,42,Savings,26134.19,2025-06-16,Active
85538,30959,1,Savings,13130.39,2025-06-16,Active
89809,28224,149,Salary,2298.28,2025-06-16,Active
94033,46338,94,Savings,36126,2025-06-16,Active
94285,673,15,Savings,12949.08,2025-06-16,Active
18857,13564,28,Savings,34740.27,2025-06-17,Active
35723,14310,137,Savings,29194.23,2025-06-17,Dormant
36398,10267,128,Fixed Deposit,10013.29,2025-06-17,Active
42221,2470,84,NRI,60482.75,2025-06-17,Active
46632,9615,12,Savings,21703.91,2025-06-17,Active
49433,39521,7,Fixed Deposit,40303.17,2025-06-17,Active
56302,48765,149,Savings,3663.05,2025-06-17,Active
56741,42140,131,Savings,86337.47,2025-06-17,Active
60640,38419,52,Current,7667.14,2025-06-17,Dormant
62606,54133,16,Savings,5231.95,2025-06-17,Active
62890,49203,45,Savings,126806.68,2025-06-17,Dormant
71039,19622,62,Current,48306.59,2025-06-17,Closed
74065,47948,15,Current,7316.05,2025-06-17,Active
84726,38632,114,NRI,54456.49,2025-06-17,Active
86712,12951,14,Current,37353.22,2025-06-17,Active
1158,7937,53,Fixed Deposit,3628.18,2025-06-18,Active
6274,23110,22,Current,123930.6,2025-06-18,Active
14652,40447,131,Fixed Deposit,43352.59,2025-06-18,Active
26829,2495,94,Savings,51040.72,2025-06-18,Active
39411,46168,133,Savings,25730.54,2025-06-18,Active
51168,48310,136,Savings,10226.17,2025-06-18,Active
67489,51022,89,Salary,86570.43,2025-06-18,Active
76116,6044,37,Current,2847.77,2025-06-18,Active
76724,18884,70,Savings,18916.25,2025-06-18,Closed
90737,24420,60,Savings,11313.8,2025-06-18,Active
834,25803,109,Savings,2890.05,2025-06-19,Active
9635,2072,39,Savings,10517.39,2025-06-19,Active
18264,20377,138,Salary,62097.23,2025-06-19,Active
28812,7238,97,NRI,142847.21,2025-06-19,Active
37487,59781,94,Current,47603.17,2025-06-19,Active
47682,8823,69,Current,4518.26,2025-06-19,Active
54177,25527,71,Savings,39965.88,2025-06-19,Active
74395,9712,44,Salary,36894.01,2025-06-19,Dormant
1821,43008,126,Savings,30638.29,2025-06-20,Active
29193,2848,56,Savings,65591.15,2025-06-20,Active
29228,46021,146,Savings,56759.73,2025-06-20,Active
30010,18109,99,Savings,17723.46,2025-06-20,Active
32015,38883,66,Current,22483.37,2025-06-20,Active
32410,33794,132,Savings,71176.03,2025-06-20,Closed
37165,35575,90,Savings,58742.86,2025-06-20,Active
64085,45849,87,Savings,141188.77,2025-06-20,Active
64585,48243,124,NRI,3087.08,2025-06-20,Active
72481,27275,128,Savings,39294.11,2025-06-20,Active
81252,56003,130,Salary,25063.9,2025-06-20,Active
82246,36003,105,Savings,63289.87,2025-06-20,Dormant
83709,42293,95,Savings,64285.96,2025-06-20,Active
88427,39110,47,Savings,47798.55,2025-06-20,Active
90272,43006,134,Current,4773.97,2025-06-20,Active
93172,57183,134,Current,904.79,2025-06-20,Active
